Symbol,Name,Sector,Industry
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,Finance,Real Estate
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Finance,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,Consumer Discretionary,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Fluid Controls
APA,APA Corporation Common Stock,Energy,Oil & Gas Production
APADU,A Paradise Acquisition Corp. Unit,,
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,Basic Materials,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,Consumer Discretionary,Other Consumer Services
APEI,American Public Education Inc. Common Stock,Real Estate,Other Consumer Services
APG,APi Group Corporation Common Stock,Consumer Discretionary,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APH,Amphenol Corporation Common Stock,Technology,Electrical Products
API,Agora Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,Finance,Finance: Consumer Services
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts
APLM,Apollomics Inc. Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
APLMW,Apollomics Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
APO,Apollo Global Management Inc. (New) Common Stock,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,,
APOG,Apogee Enterprises Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Finance,Investment Managers
APP,Applovin Corporation Class A Common Stock,Technology,Computer Software: Programming Data Processing
APPF,AppFolio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,Miscellaneous,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
APT,Alpha Pro Tech Ltd. Common Stock,Health Care,Industrial Specialties
APTV,Aptiv PLC Ordinary Shares,Consumer Discretionary,Auto Parts:O.E.M.
APUS,Apimeds Pharmaceuticals US Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Industrials,Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
AQMS,Aqua Metals Inc. Common Stock,Industrials,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Utilities,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas Production
ARAI,Arrive AI Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments
ARBB,ARB IOT Group Limited Ordinary Shares,Technology,EDP Services
ARBE,Arbe Robotics Ltd. Ordinary Shares,Technology,EDP Services
ARBEW,Arbe Robotics Ltd. Warrant,Technology,EDP Services
ARBK,Argo Blockchain plc American Depositary Shares,Finance,Finance: Consumer Services
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,Finance,Finance: Consumer Services
ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,Finance,Finance: Consumer Services
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Discretionary,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers
ARDT,Ardent Health Inc. Common Stock,Health Care,Hospital/Nursing Management
ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,Industrials,Plastic Products
AREBW,American Rebel Holdings Inc. Warrants,Industrials,Plastic Products
AREC,American Resources Corporation Class A Common Stock,Energy,Coal Mining
AREN,The Arena Group Holdings Inc. Common Stock,Technology,EDP Services
ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,,
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Finance,Specialty Insurers
ARGO^A,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,,
ARGX,argenx SE American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,Energy,Oilfield Services/Equipment
ARKO,ARKO Corp. Common Stock,Consumer Staples,Food Chains
ARKOW,ARKO Corp. Warrant,Consumer Staples,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,Restaurants
ARL,American Realty Investors Inc. Common Stock,Real Estate,Other Consumer Services
ARLO,Arlo Technologies Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
ARM,Arm Holdings plc American Depositary Shares,Technology,Semiconductors
ARMK,Aramark Common Stock,Consumer Discretionary,Restaurants
ARMN,Aris Mining Corporation Common Shares,,
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AROC,Archrock Inc. Common Stock,Utilities,Natural Gas Distribution
AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks
ARQ,Arq Inc. Common Stock,Industrials,Major Chemicals
ARQQ,Arqit Quantum Inc. Ordinary Shares,Technology,Computer Software: Prepackaged Software
ARQQW,Arqit Quantum Inc. Warrants,Technology,Computer Software: Prepackaged Software
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),,
ARRY,Array Technologies Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply
ARTV,Artiva Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,Industrial Machinery/Components
ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARX,Accelerant Holdings Class A Common Shares,Finance,Specialty Insurers
AS,Amer Sports Inc. Ordinary Shares,Consumer Discretionary,Apparel
ASA,ASA  Gold and Precious Metals Limited,Industrials,Precious Metals
ASAN,Asana Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
ASB,Associated Banc-Corp Common Stock,Finance,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,Major Banks
ASBP,Aspire Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASBPW,Aspire Biopharma Holdings Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
ASC,Ardmore Shipping Corporation Common Stock,Consumer Discretionary,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,Finance,Investment Managers
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
ASGN,ASGN Incorporated Common Stock,Consumer Discretionary,Professional Services
ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,Finance,Property-Casualty Insurers
